paper_id,title,abstract,llm_relevant,llm_reasoning,human_decision,human_notes
61357,Effects of parental migration on Chinese children's mental health: mediating roles of social support from different sources,"Despite the literature on children's mental health in the context of migration is expanding, little is known about the mechanism by which parental migration may affect children's mental health. This study investigated which sources of social support may mediate the effects of parental migration. Using a multistage probability strategy to obtain a representative sample of school-aged children in Western China, the sample included 1892 respondents. Ordinary least squares regressions were applied to estimate the associations between caregiving arrangements/the length of parental migration and children's mental health. The mediating effects of social support in the above-mentioned relationships were examined using the product-of-coefficient method with bootstrapping resampling. Leaving children alone with no caregiver significantly increased children's risk of being depressed. Compared with those with non-migrant parents, children whose parents had migrated one to 5 years were less likely to have flourishing mental health. Social support from the family, teachers and peers all served as mediators between parental migration and children's mental health but showed different mediating mechanisms. The results highlighted significant variations in left-behind children's mental health caused by distinct left-behind experiences and levels of support. The findings provide implications for designing social service programs in family and school settings.",True,"The paper focuses on left-behind children of migrant parents in China, explicitly addressing the family dimension of migrant workers as specified in the inclusion criteria.",TRUE,
64688,Parenting Black children in White spaces: Skilled African migrants reflect on their parenting experiences in Australia,"This paper employs a critical race theory (CRT) perspective to probe the experiences of skilled African migrants parenting Black children in Australia, a predominantly White country. Two key themes emerged from this study: (1) the need to explicitly teach children about race and racism and to foster positive racial identities and (2) the complexities of navigating tensions between 'African' and 'Western' cultural values. Participants demonstrated high levels of awareness of intercultural parenting approaches and a desire to blend the best aspects of African and Australian cultural values in their own parenting practice. A significant paradox was also apparent in the tension between parental desires to inculcate pride in African ancestry and culture, while simultaneously encouraging children to 'curate' their blackness to minimize experiences of racialization. Social workers in Australia often play a critical role in the lives of migrant families as they support them to negotiate transitions in parenting contexts. Although this paper only offers a perspective on the parenting experiences of skilled African migrants and how they creatively manage the tensions and change emerging from this process, we suggest that this understanding helps to expand knowledge on the complexity of parenting in multicultural, transcultural and intercultural contexts.",False,"The paper focuses on parenting experiences, racial identity, and cultural navigation of skilled African migrants, with no substantive attention to work/employment, labor conditions, or migration-for-work dynamics.",TRUE,
62516,Crossing Borders: Exploring the Role of School Social Workers in Immigrant-Serving Schools,"Anti-immigrant rhetoric increasingly depicts immigrants as undeserving, but schools are social institutions where these perceptions can be challenged and, ideally, where inequities confronting immigrant students can be ameliorated. Existing research suggests that teachers and administrators are central to this task, but it also raises questions about the role of other personnel in immigrant-serving schools. Drawing on the concept of nepantlera, this study examines how school social workers (SSWs) pursue equity for immigrant students by challenging intersecting power structures. The authors present preliminary findings that attest to the importance of nepantleras for SSWs and the importance of SSWs for immigrant-serving schools.",False,"The paper examines educational equity and school social work services for immigrant students broadly, without addressing work migration, labor conditions, or migrant worker populations specifically.",TRUE,
61856,Breaking Isolation: Social Work in Solidarity with Migrant Workers through and beyond COVID-19,"In the early months of COVID-19's proliferation through Canadian communities, the now largely documented uneven impacts and burdens of the illness were emerging. Among the early COVID-19 casualties were workers in Alberta's meatpacking plants, with infection rates so high that the news quickly gained international attention. The Cargill meatpacking plant, overwhelmingly staffed by temporary foreign workers with no permanent status or citizenship rights, was the site of the largest single coronavirus outbreak in Canada. The need for a community response to this emerging crisis was a focal discussion for a newly formed network of social workers. A multileveled series of actions and systems advocacy were put in place. These actions would foment a vibrant and diverse ""community of communities"" while also unveiling challenges and obstacles to the work during a period of a shifting health landscape, shutdowns, and changing legislation. This article focuses on the development of a grassroots and transformative community-led response to COVID-19, describing strategies, implementation, and challenges in the ""real life"" context of the recent pandemic. Key learnings for postpandemic community organizing and social work solidarity actions are highlighted.",True,"The paper explicitly focuses on temporary foreign workers (migrant workers) in meatpacking plants, addressing their labor conditions, lack of status rights during COVID-19, and social work interventions/advocacy on their behalf.",TRUE,
98968,A scoping review of faith-based responses to human trafficking in sub-Saharan Africa,"Sub-Saharan Africa reports high rates of human trafficking including child soldiers, sex trafficking, forced domestic labor, and ritual enslavement. In some countries, a majority of agencies who provide anti-trafficking specific services are faith-based organizations serving local communities. The shared value of social justice expressed by both religious organizations and the social work profession presents opportunities for collaborations in this field. However, there exist many gaps in the literature on faith-based anti-trafficking interventions, including best practices, program evaluation, and strategies to improve multi-sector collaborations. This research employs a scoping review to map peer-reviewed publications on faith-based organizations in anti-trafficking in sub-Saharan Africa. We examine the types of faith-based organizations providing services in this field, identify the trafficking sectors addressed, and the interventions offered. Informed by the findings of this review, we provide a research roadmap to promote multi-sector anti-slavery collaborations with the goal of maximizing the pool of resources available to both faith-based organizations and social work researchers and practitioners. Indeed, deliberate engagement built on shared values could bolster provision of localized and responsive survivor-centered services in the region.",False,"The paper examines faith-based responses to human trafficking broadly, including child soldiers, sex trafficking, and ritual enslavement, without specific focus on migrant workers or labor migration.",FALSE,
65269,How congruent is person-centred practice with labour activation policy? Person-centred approach to vocational interventions on immigrant jobseekers in Norway,"Increased migration to OECD countries has made unemployed foreign-born immigrants a new target population for 'activation' policies to reintroduce people into the labour market. As populations receiving employment activation interventions became more diverse, individualisation of activation measures was introduced into guidelines for welfare and employment agencies. While a person-centred approach in employment-oriented social work is gaining popularity, there is little research relating to how such approaches fit the frameworks of relatively aggressive activation. This study presents a qualitative instrumental case study exploring interactions between activation policy and person-centred employment interventions with immigrant jobseekers in Norway. Data analysis applied critical orientation towards data and employed directed content analysis. Research questions include: (1) How well do person-centred principles fit with the policy of activation? (2) How do person-centred practice and activation measures interact, and what are the congruencies and tensions? (3) What are the effects and practical implications of these congruencies and tensions? Findings from the present case study indicate the policy of activation strongly affects opportunities to implement person-centred practice in vocational counselling. Further, the political agenda of activation is inconsistent with the intentions of supported employment implementation to make vocational services jobseeker-centred or jobseeker-driven.",True,"The paper examines vocational interventions and labor activation policies specifically targeting immigrant jobseekers, focusing on employment services and labor market integration for migrant populations.",TRUE,
56718,Canadian social workers' attitudes toward immigrants with different legal statuses in Canada,"This study contributes to the ongoing efforts to address systemic inequality within social work by examining Canadian social workers' attitudes toward immigrants who are permanent residents (PR), refugees, temporary residents (TR), or undocumented immigrants. Using a cross-sectional design with a convenience sample (n = 653), we explore how social workers' attitudes toward immigrants vary in relation to (a) respondents' demographics, (b) contact with immigrants, (c) perceptions of equal opportunities among immigrants, (d) perceptions of deservingness for immigrants with different legal statuses, and (e) the impact of the COVID-19 pandemic on these attitudes. center dot Findings While Canadian social workers generally express positive attitudes toward immigrants, there is a slightly stronger endorsement for PR and refugees to access public services compared to nonstatus (NS) immigrants and TR. Social workers who identify as conservative or have limited contact with immigrants are more likely to perceive NS immigrants as potential criminal threats or burdens on the healthcare system. Significantly, a majority of respondents feel that their social work training inadequately prepares them to work effectively with immigrants. center dot Applications Canadian social workers advocate for principles of diversity, inclusion, and commitment to social justice. However, perceptions regarding which immigrants deserve access to social services vary based on legal status, suggesting a limitation in social workers' professional mandate. The study discusses implications for social work education and training, emphasizing the need to address and unsettle systemic racism within the profession.",False,"The paper examines social workers' attitudes toward immigrants based on legal status regarding access to social services and healthcare, without substantive focus on work, employment, labor conditions, or occupations of migrant workers.",FALSE,
73175,From culturalisation to complexity–a critical view on the cultural competence discourse in social work,"Internationally, research on social work with immigrants has taken a critical perspective to the influential cultural competence discourse in social work. However, such criticism has been virtually absent in Norway. Research from Norway and Scandinavia shows how social workers perceive social problems affecting minorities as cultural differences, and not as difficulties related to uneven power relations and the subordinate position of minorities in the Nordic societies. The aim of this article is to critically explore the expressed need for cultural competence in the context of Norwegian social work and to discuss some implications of such a position. Drawing on Norwegian social work research and policy documents, we argue the need to shift from a culturalised position of the “other’ towards a position where intersecting categories and uneven power relations are acknowledged and combatted. In addition, by exploring what matters in people’s lives, and by learning from clients experiences, social workers will be better equipped to support individuals whose lives are influenced by complex individual, cultural and structural power relations.",False,"The paper examines cultural competence discourse in social work with immigrants generally, focusing on power relations and social work practice, without addressing work, employment, or labor conditions of migrant workers.",FALSE,
60069,Social work practice with refugees and immigrants: a short skill development course,"Effective social work practice rests on social workers' ability to build rapport with and understand clients from diverse backgrounds, including refugee and immigrant communities. Yet, few social work programs provide specialized training to work with this population. Moreover, social work students and practitioners often rate their knowledge of and confidence in working with refugees and immigrants as low. This teaching note describes how to teach students to work effectively with refugees and immigrants who are seeking social work services. We describe a brief, for-credit course, including course outcomes, activities, and assignments. Refugee and immigrant guest presenters shared their personal experiences to ensure the course was centered on their voices. A non-equivalent control group design was used to evaluate whether the course increased students' confidence using population-specific skills from pre to posttest. Students' confidence using skills improved substantially: the main and interaction effects were very large. These results suggest providing opportunities for applied skill building in a brief course can increase student and practitioner confidence in delivering quality care to refugee and immigrant clients. Social work programs are encouraged to teach students how to work with refugees and immigrants-by offering a brief course or considering a lengthier course for students.",False,"The paper focuses on social work training for working with refugees and immigrants broadly, without any specific attention to work, employment, labor conditions, or migrant workers; it centers on general service delivery and skill-building for refugee and immigrant clients seeking social work services.",FALSE,
55854,Using Artificial Intelligence to Support Scientometric Analysis of Scholarly Literature: A Case Example of Research on Mainland China's Left-Behind Children,"The rapid growth of scholarly literature poses significant challenges in effectively organizing, managing, and synthesizing research. This issue is particularly pronounced when the relevant literature is dispersed across numerous journals and languages. In this methodological article, we demonstrate how artificial intelligence (AI) technologies can support research designs that aim to comprehensively understand a specific area of study through scientometric and topical analysis. As a working example, we focus on the case of left-behind children (LBC) in mainland China. Our approach revealed significant growth and dispersion in LBC research, indicating a need for more integrated studies to address various aspects of LBC experiences. The findings also demonstrate that using AI technologies offers significant opportunities for managing a large and highly distributed body of research.",True,"The paper focuses on left-behind children in mainland China, a population explicitly defined by parental labor migration, making this a substantive study of families of migrant workers.",TRUE,
101310,The Continuum of Neglect: Unaccompanied Minors in Greece,"In 2015 over 850,000 asylum seekers and migrants made the perilous journey from Turkey to Greece in order to reach their final destination in another country in Europe. It is estimated that among them a large number of unaccompanied minors (UAM) could be found. However, this is not reflected in official statistics and therefore, the formation of policies cannot be substantiated. What is more, Greece’s overwhelmed protection system and the shortage of appropriate places for the most vulnerable refugees, prevents children to enjoy full access to their rights and puts them on a path from exploitation and trauma to sheer neglect. In this paper, we aim to unravel the complexities of the existing framework for the protection of minors in Greece, both in terms of legislative provisions and in practice. We aim to do this against the current context, which frames Greece as an ideal place for humanitarian interventions to ‘save’ the children.",False,"The paper focuses on unaccompanied minor asylum seekers/refugees and protection systems without addressing labor, employment, or work migration dimensions.",FALSE,
22145,Impact of immigration on health and human services: Florida's experience,"Florida has been the destination for large numbers of immigrants fleeing political persecution or economic hardships. Cubans and Haitians have been two of the largest immigrant groups arriving and settling in Florida. Both have received national and local attention. This article describes the immigration experience of Haitians and Cubans in Florida. The descriptions emphasize,the differences between these two groups in their adjustment to life in south Florida. The article also addresses Florida's reaction to federal policies regarding immigration and highlights Florida's struggle to meet the service needs of these immigrant populations. Fiscal impacts of immigration are quantified in several service categories, including education, social services, health care, and criminal justice. Florida's action based on the documentation of the immigration fiscal impact is explained. Finally, how the state allocated the $18 million in federal funding provided as a response to Florida's documented impact is covered. (C) 2002 by The Haworth Press, Inc. All rights reserved.",False,"The paper focuses on refugees fleeing political persecution and fiscal impacts on state services (education, health care, social services) without addressing work, employment, or labor conditions of migrants.",FALSE,
52222,"""My Hands Are Tied"": Social Services With Latinx Immigrants in Houston During the COVID-19 Pandemic","Latinx immigrant communities experienced disproportionate economic and health consequences from COVID-19. Although social service organizations have been on the frontlines to meet the complex social service needs of this population, little is known about their experiences working with this vulnerable group in the first phase of the pandemic (during ""shutdowns""). Using multiple case study methods, this case study integrates survey responses from Latinx-immigrant-serving social service providers (N = 14) in Houston, media sources, and official Houston government data to describe the context and experiences of organizations who worked with Latinx immigrant families and individuals during the first phase of the pandemic. Results highlight challenges faced by social service organizations in meeting the heightened service needs of this vulnerable population. Findings underscore the importance of advocacy to strengthen social service systems constrained during a public health crisis exacerbating health disparities.",False,"The paper focuses on social service delivery to Latinx immigrants during COVID-19 with emphasis on health disparities and service systems, not on work/employment, labor conditions, or migrant workers specifically; the immigrant status appears to be demographic context rather than the core focus being migration-for-work.",FALSE,
47989,Practical Insights from Interviews with Day Laborers,"The purpose of this exploratory, qualitative study was to identify key issues in the daily lives of day laborers and to ascertain the perceptions laborers had of day labor centers. Semi-structured interviews were conducted with 25 day laborers at two established day labor centers in Houston, Texas. Grounded theory and opencoding qualitative methods were used to identify key themes. Three main themes emerged from the interviews. The first theme was that the day laborers' lives were filled with both practical difficulties due to lack of resources and emotional pain due to the separation from their families. The second theme was that day laborers frequently encountered injustice, in the form of lower pay or unfair treatment on the job, due to their illegal status. The third theme was that day laborers found day labor centers to be safe places where not only jobs but also other resources could be accessed to help ease the difficulties of their daily lives. This study provides social workers and other service providers with an improved understanding of the perceptions and needs of day laborers. Implications: Insights from this study indicate that day laborers benefit from services provided by stable day labor centers.",True,"The paper directly focuses on day laborers (a specific migrant worker occupation), examining their labor conditions, workplace injustices, family separation due to work migration, and services designed for this worker population.",TRUE,
23504,"Gender, values and the work place - Considerations for immigrant acculturation","A group of some 200 refugees, forced to leave a totalitarian, fundamentalist, Middle Eastern regime, took, part in a transitional program in a European city before their eventual move to a Western country. Part of their activities during this 11-12-month period revolved around a community center created for this population, which offered, in part, various non-skilled occupational activities. Study findings indicate that women had significantly higher levels of job satisfaction and commitment to the work place than did men. Implications for refugee acculturation were also noted.",True,"While the subjects are refugees rather than economic migrants, the paper substantively addresses job satisfaction and workplace commitment in occupational settings, meeting the criterion for labor experiences of immigrant workers.",TRUE,
61052,An Examination of Risk and Protective Factors on the Mental Health of First- and Second-generation Immigrant Adults during an Exclusionary Policy Context in the United States,"Purpose: This cross-sectional study was designed to examine the impacts of three risk factors (i.e., Trump-era policy stress, incidents of discrimination, and COVID-19 exposure) and two protective factors (i.e., resilience and social support) on mental health status. Methods: Data were collected via an online survey with first- and second-generation immigrant adults (n = 447). Hierarchical linear regression was employed to assess the risk and protective factors, in addition to demographic characteristics, on anxiety and depression scores. Results: Trump-era policy stress and discrimination predicted higher symptoms of both anxiety and depression. In terms of protective factors, resilience and social support each had a significant inverse relationship with anxiety and depression scores. Conclusion: Findings contribute to the knowledge base of risk and protective factors during a stringent immigration policy context and pandemic in the United States. Discussion: Implications for practice, research, and policymaking are presented.",False,"The paper focuses on mental health outcomes (anxiety, depression) of immigrants in relation to policy stress, discrimination, and COVID-19 exposure, with no mention of work, employment, labor conditions, or migration-for-work as a central theme.",FALSE,
54678,Social Workers' Experiences in Caring for Irregular Migrants During the COVID-19 Pandemic in Spain: A Qualitative Study,"The aim of this study is to describe and understand social workers' experiences of caring for irregular migrants (IMs) in Emergency Care and Referral Centres (ECRCs) during the COVID-19 pandemic. A descriptive qualitative study was designed including 17 in-depth interviews with social workers (SWs) in Spain. The results highlighted three main themes: 1. Protecting ourselves to protect them (IMs); 2. Managing confinement to tackle the health crisis; and 3. Caught between personal commitment and professional development. The COVID-19 pandemic changed the nature of care that SWs provided to IMs in ECRCs; it focused on protection measures, confinement procedures and meeting basic health needs. The changing role of the SW implied a need for training in public health and mediation of the problems that stemmed from confinement. The COVID-19 pandemic led to a clash between SWs' professional empowerment and personal engagement in caring for IMs. Increased professional recognition was accompanied by stigmatization, psychological stress and family problems for SWs.",False,"The paper focuses on social workers' experiences caring for irregular migrants during a health crisis, with emphasis on pandemic response, confinement procedures, and social worker wellbeing rather than work/employment, labor conditions, or labor migration specifically.",FALSE,
37447,"""Uphill All the Way"": Grace Abbott and Women's Work in Building the Welfare State","This essay reviews the memoir-biography of pioneering social worker and public servant Grace Abbott, A Sister's Memories: The Life and Work of Grace Abbott from the Writings of Her Sister, Edith Abbott, edited by John Sorensen. It discusses what Abbott's career in public service reveals about women's historic role in early social work from the Progressive Era through the New Deal, comments on parallels to contemporary political issues such as immigration policies and income disparities, and reflects on women's distinctive place in national politics during a history-making presidential election campaign.",False,"The paper is a review of Grace Abbott's memoir focusing on women's roles in social work and welfare state building; while immigration policies are mentioned as a contemporary parallel, the abstract does not indicate substantive focus on migrant workers' labor conditions, experiences, or work migration specifically.",FALSE,
66778,Using Interactive Learning Spaces for Global Diplomacy: Social Justice Collaboration between US and International Students,"Students from six countries collaborated on projects promoting social justice and aimed at international diplomacy. The collaboration included social work students in policy courses and international students in English courses. Students explored topics such as human trafficking and poverty. Students identified global strategies for addressing these social inequalities through Sen's (2009) and Estes' (2009) models of social justice. Additionally, faculty members used inquiry- and team-based learning to engage students in this educational process and their exploration of global social justice. The collaboration was possible because of learner engagement tools available in an Interactive Learning Space. This paper will outline the lessons learned from faculty members and students who participated in this international collaboration, as well as the impact of this collaboration on course outcomes.",False,"The paper focuses on educational pedagogy and international student collaboration using interactive learning spaces; human trafficking is mentioned only as one of several student project topics rather than the substantive research focus, and 'international students' refers to exchange/study abroad participants rather than migrant workers.",FALSE,
86692,The intersections of the care regime and the migrant care worker policy: the example of Taiwan,"Employment of migrant care workers (MCWs) is increasing, globalising, and is feminised, but the style, nature and extent of MCW policy in Taiwan is very different. This study explores the specific path for MCW policies amidst the globalisation of MCWs and analyses the intersection of the care, migration and employment regimes and compares these to South Korea’s and Japan’s migrant worker policies. This gives a deeper understanding of the formation and transition for Taiwan’s MCW policy. The similarities and uniqueness of Taiwan MCW policy are discussed in this study.",True,"The paper explicitly focuses on migrant care workers as a specific occupational category, analyzing their employment policies and the intersection of care, migration, and employment regimes.",TRUE,
56236,"""El nombre de nuestro país está en nuestros corazones"": exploring the impact of school-based identity messaging in Central American immigrant youth","For immigrant youth, the development of a bicultural identity is associated with well-being and academic achievement. The institutional and social contexts of the receiving society, including public schools, shape processes of bicultural identity development. This exploratory qualitative study, which employed a phenomenological design, explored the experiences and perspectives of 20 Central American immigrant youth, with specific attention paid to messaging received about their identities of origin in the educational milieu. Despite experiences of both positive and negative identity messaging, all participants described an enduring sense of pride from and a strong desire to retain a meaningful connection to their identities of origin. Building on these participant perspectives, this study offers a preliminary exploration of identity resilience in this population of immigrant youth. These perspectives challenge previous theoretical models and empirical work related to the effects of acculturative stress, negative identity messaging, and collective identity trauma on connection to identity of origin.",False,"The paper focuses on bicultural identity development, acculturation, and identity resilience in immigrant youth within educational contexts, with no mention of work, labor, employment, or migrant workers as a population.",FALSE,
81066,"Self-Help Group (SHG) and COVID-19: response to migrant crisis in Haryana, India during the pandemic","In view of the migrant crisis in Haryana, India, the Self-Help Group (SHG) of women, with community support, has been helping migrants in the COVID-19 pandemic. As a professional social worker, my aim in this story is to capture their efforts.",True,"The paper explicitly addresses the 'migrant crisis' and services/interventions (SHG support) for migrant workers during COVID-19, with migration for work being central to the crisis described.",FALSE,
125826,The challenge of human trafficking and contemporary slavery.,"The social professions are increasingly becoming aware of the growth of a ""new slavery"" in which millions of people, including children, are held in debt bondage or other enslavement. Modern slavery has emerged over the past three decades, facilitated by the globalization of industryand the development of sex tourism. This study summarizes contemporary global slavery and trafficking, identifies risk factors, and presents what can be done to prevent and eradicate it. (Journal abstract)",True,"Addresses human trafficking and debt bondage in the context of industrial globalization, which constitutes labor trafficking relevant to migrant workers, though the inclusion of sex tourism suggests a broader scope beyond labor alone.",FALSE,
21033,"Facilitating a Smooth Transitional Process for Immigrant Caribbean Children: The Role of Teachers, Social Workers, and Related Professional Staff","Immigrant students from the English-speaking Caribbean face various forms of psycho-educational and socio-cultural dislocation in their attempt to fit within the structures of their new schools and communities in the United States. These students risk academic failure and delinquency and the possibility of remaining on the periphery of American society, unless schools assume the central role of fostering a smooth transitional process for them. Despite the critical role that teachers, social workers, guidance counselors, and school psychologists play in shaping the transitional outcome of immigrant students, to date, there has been no serious effort to examine the experiences of these service providers who work with the spiraling numbers of school-age Caribbean students. This study utilizes qualitative methods to gain insight into the experiences of teachers and related professional staff from two NYC schools, which serve large numbers of Caribbean students of African and East Indian heritage. In particular, it explores the polices and procedures that schools enact to ensure a smooth transition, and the level of cultural competence that teachers and other professional staff bring to bear in their work with these children. The study is guided by theoretical formulations of empowerment-based practice, including the strengths perspective and NASW standards for cultural competence in socialwork practice. (C) 2005 by The Haworth Press, Inc. All rights reserved.",False,"The paper focuses on educational transition and psycho-social adaptation of immigrant Caribbean children in schools, not on labor migration, work conditions, or migrant worker populations.",FALSE,
63604,Migrants in Chile: Social crisis and the pandemic (or sailing over troubled water horizontal ellipsis ),"Chile has sailed in troubled waters in recent months. The effects of the social crisis at the end of 2019 were not yet fully evident, when the Covid-19 pandemic forced the government to take drastic measures to try to slow down the advance of the virus. The restrictions imposed on displacement, dynamic quarantines and the suspension of non-essential activities had a strong impact on the employment and economic conditions of the inhabitants of Chile, and more dramatically on the migrant population. This article aims to make visible the vulnerability and precariousness of the migrant population in Chile in this context of a pandemic, as well as the need to generate situated and inclusive social policies.",True,"The paper explicitly focuses on the employment and economic conditions of migrants in Chile, examining how pandemic restrictions impacted their work situation and calling for inclusive social policies for this population.",TRUE,
19062,The effect of immigration in the retirement age reforms: learning from a numerical example,"This article examines the role played by the low-skilled immigrant labour force in countries aiming to reform their public pension systems by postponing the pensionable age. With an overlapping-generations model in continuous time and a fully redistributive pension system, the results of this article suggest that immigration could imply a delay in the pensionable retirement age. Further, we find that the preference for a delay in retirement age increases with the labour productivity of both immigrants and native population.",True,"The paper explicitly focuses on low-skilled immigrant labor force and their role in pension system reforms, directly addressing migrant workers' labor productivity and economic contribution to host country workforces.",TRUE,
65861,"Politics, preoccupations, pragmatics: a race/ethnicity redux for social work research","The need for sustained scholarly analysis and knowledge building on issues of race and ethnicity in social work research is as compelling as ever given the intensification of global racial inequalities, issues associated with the 'migrant crisis', the spread of populist racialised political discourse and the ongoing downward pressure of neo-liberal imperatives. This field of research has been subject to deep conceptual shifts, competing theoretical orientations, new methodological trajectories, ambivalence and, some say, conspicuous attrition. In this article, I draw on multi-disciplinary and cross-national theorising to examine shifts in the contemporary context of 'race/ethnicity' research (the politics); consider the evidence on current trends and tendencies in the content of social work research (preoccupations) and examine some of the challenges of race/ethnicity (R/E) scholarship, and of ensuring attention to these dimensions in social work research (pragmatics). In these terms, I seek to ask critical questions of the social work research enterprise and its responsibilities in relation to human rights and social justice. I set out a call to the European academy and to the responsibilities of all social work researchers, editors, reviewers and knowledge builders, resurrecting Boushel's searching question: 'What kind of people are we?'.",False,"The paper focuses broadly on race/ethnicity research in social work, mentioning 'migrant crisis' only as contextual background among other global inequalities, without substantive focus on work migration, labor conditions, or migrant worker populations.",FALSE,
86166,Acculturation experiences of Ethiopian migrant returnees while they were in the Kingdom of Saudi Arabia,"The study focused on the acculturation experiences of Ethiopian migrant returnees from the Kingdom of Saudi Arabia. A qualitative research approach, phenomenology design, and snowball sampling method were used in the study. The target population of the study was returnee migrants who have acculturation experience in Saudi Arabia. The findings indicated that migrants acquired the socio-cultural practices of their host communities through interactions with institutions, friends, and employers, and that they were denied any opportunity to demonstrate their uniqueness in the host country. Migrants are given instructions on how to behave before they reach their destination, based on the socio-cultural conditions of the host country. Although migrants were trained to socialize based on the customs of the host community once they got to their destination, they did not just attach themselves to the host country's cultural qualities before and throughout migration. Thus, the host country should prohibit forced acculturation and professionals should address migrant’s culture shock.",True,"The paper explicitly focuses on Ethiopian migrant workers in Saudi Arabia, examining their experiences with employers and working conditions, which directly addresses labor migration and migrant worker experiences.",FALSE,
32686,Sugarcane harvest and transport workers of sugar cooperatives in Maharashtra,"Farm sector workers in the sugar industry are termed as sugarcane harvest and transport workers. The workers are categorised into five groups namely, head centre workers, bullock cart centre workers, tyre cart centre workers, truck/tractor centre workers and hired workers where more than six lakh workers are involved in cane harvesting and transport of cane. Their wages are fixed by the Tripartite Awards for every three years. The wage rates do not even cover the minimum wages for the agricultural workers in the region due to which the workers earn less wages. The workers are exploited at various levels by the labour brokers, the mukadams. The poor physical health, strains and poverty are the major problems. of the workers. Of late, the industrial relations have changed due to the court verdicts in respect of the concept of a worker in the sugar industry. It is a hard task to unionise these workers since they are migratory and seasonal in nature.",True,"The paper explicitly focuses on sugarcane harvest and transport workers, describing their labor conditions, wage exploitation, health problems, and challenges with unionization due to their migratory and seasonal nature, directly addressing migrant workers in a specific agricultural occupation.",TRUE,
34573,Unwanted humans: Pathways to the street and risky behaviors for girls in Cote d'Ivoire,"A number of previous research and nongovernmental organization (NGO) reports have documented rural-to-urban migration trends of adolescent girls seeking work in sub-Saharan Africa. Unfortunately, many of these girls end up living on the street. This study examined factors that lead many of these girls in Cote d'Ivoire to become homeless and at risk for exploitation. We found that more than two thirds of those interviewed had been brought to the city by a relative or other significant adult to work as domestic workers, but many ended up on the street and exploited for commercial sex. The rural-born girls reported a higher level of abuse and risky sexual behavior than those raised in the city. Amidst broken promises for schooling support, narratives also uncovered a link between domestic work and abuse, and limited family support that marginalized girls and young women. More research is needed to understand the challenges and experiences of adolescents living on the street. Countries with high rural-to-urban migration must develop an alternative protection system that supports life-skill development to protect them from the risks of living on the street.",True,"The paper examines rural-to-urban migration of adolescent girls specifically for domestic work, addressing labor exploitation, trafficking, and working conditions of internal migrant workers.",TRUE,
63881,"Reception Social Services for Migration Families in Italy: Strength, Critical Aspects, and Challenges","Purpose: The objective of this research is to investigate the perception that migrant families and social workers have of their relationship and of the services offered and received in the reception path. Method: The qualitative research involved thirty parents with semi-structured family interviews and their twelve reference social workers, with focus group. The collected materials were transcribed verbatim and analysed through the grounded theory, using the NVivo software. Results: Results highlighted strengths, critical issues and challenges, some shared between social workers and families, like the sense of mutual trust and the perception of abandonment and loneliness. Others were expressed only by social workers as a greater attention to families, or by families as the possibility of social-health services. Conclusion: Many of the practical implications have been discussed such as the supervision of social workers, the widespread hospitality and the development of skills of social workers but also of families for social and work integration.",True,"The paper focuses on reception services for migrant families and mentions social/work integration as a conclusion, but primarily centers on social services and family relationships rather than work/employment as the substantive focus; the migration-for-work dimension is implied but not clearly central to the study's purpose or methods.",TRUE,
100358,Undocumented Immigrants and Policy Advocacy: Reasserting the Activist Roots of Social Work,"The social work profession is positioned to play a critical role in redefining policies surrounding historically marginalized immigrants in the United States. The creation of the concept of the “undocumented immigrant” reflects an embedded discriminatory aspect of immigration policy, and becomes reinforced in policies that actively dehumanize undocumented immigrants, inhibiting their social integration. When the social origins of law cease to be recognized, the legal concept of the “undocumented immigrant” becomes understood as the result of law-breaking by the individual rather than as a socially constructed concept. Undocumented immigrants acknowledge that they have adapted to an American way of life, yet they do not feel they belong. Undocumented youth experience a shift from feeling a sense of belonging to feeling marginalized. The code of ethics shared by all social workers provides an ideal foundation for social workers to pursue roles as social justice activists. This paper makes two specific recommendations. First, national social work organizations should emphasize the history of social activism in social work. Second, social workers should develop skills to assert political views that embrace policy goals and advance social justice. By enhancing their capacity for policy change, social workers will realign with the profession’s activist roots.",False,"The paper focuses on policy advocacy, social integration, and social work ethics regarding undocumented immigrants broadly, without addressing work, labor conditions, or employment dimensions of migration.",FALSE,
119795,Fear vs. Facts: Examining the Economic Impact of Undocumented Immigrants in the U.S.,"Undocumented immigration has become a contentious issue in the U.S. over the past decade. Opponents of undocumented immigration have argued that undocumented immigrants are a social and financial burden to the U.S. which has led to the passage of drastic and costly policies. This paper examined existing state and national data and found that undocumented immigrants do contribute to the economies of federal, state, and local governments through taxes and can stimulate job growth, but the cost of providing law enforcement, health care, and education impacts federal, state, and local governments differently. At the federal level, undocumented immigrants tend to contribute more money in taxes than they consume in services, however, the net economic costs or benefits to state and local governments varies throughout the U.S.",False,"The paper focuses on broad fiscal impacts of undocumented immigrants (tax contributions, government service costs, job growth statistics) rather than labor conditions, work experiences, or employment-specific dimensions of migrant workers.",TRUE,
